Date,Week,Auction_Number,Category,Manufacturer,Grade,Price,USD_Buying,USD_Selling,Crude_Oil_Price_LKR
2022-09-28,39,38,LOW GROWNS,New Mahendra,PEK,2500,359.1876,369.9371,29672.4876
2022-09-28,39,38,LOW GROWNS,Lanka,PEK1,2750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Dickwella,BOP,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Sarnia Plaiderie,BOPSp,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Dickwella,BOPF/BOPFSp,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Halpewatte Uva,BOP1,3000,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Glen Alpin,FBOP/FBOP1,3000,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Dickwella,FBOPF/FBOPF1,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Telbedde,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Dickwella,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Glen Alpin,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Wewesse,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Shawlands,OP1,2750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA MEDIUM,Dickwella,PEK/PEK1,2350,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Uva Highlands,BOP,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Ranaya,BOPSp,2400,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Spring Valley,BOPSp,2350,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Oodoowerre,BOPSp,2350,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Uva Highlands,BOPF/BOPFSp,2650,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Glenanore,BOP1,2850,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Glenanore,FBOP/FBOP1,2600,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Aislaby,FBOPF/FBOPF1,2700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Glenanore,FBOPF/FBOPF1,2650,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Oodoowerre,FBOPF/FBOPF1,2650,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Uvakellie,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Glenanore,OP/OPA,1750,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Oodoowerre,OP1,2450,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Spring Valley,OP1,2300,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Aislaby,PEK/PEK1,2250,359.1876,369.9371,29672.4876
2022-09-28,39,38,UVA HIGH,Mount Uva,PEK/PEK1,2250,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX HIGH,Dunsinane CTC,PF1,1700,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1800,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX MEDIUM,Delta CTC,BP1,1360,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX MEDIUM,Donside CTC,BPS,1100,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX LOW,Kalubowitiyana CTC,PF1,1900,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX LOW,Ceciliyan CTC,PF1,1900,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX LOW,Ceciliyan CTC,BP1,1240,359.1876,369.9371,29672.4876
2022-09-28,39,38,UNORTHODOX LOW,Ross Feld CTC,BPS,1000,359.1876,369.9371,29672.4876
2022-09-28,39,38,PREMIUM FLOWERY,New Galagawa,FBOPFSp,7500,359.1876,369.9371,29672.4876
2022-09-28,39,38,PREMIUM FLOWERY,Ceciliyan,FBOPFExSp,8350,359.1876,369.9371,29672.4876
2022-09-28,39,38,PREMIUM FLOWERY,New Deniyaya,FBOPFExSp,8200,359.1876,369.9371,29672.4876
2022-09-28,39,38,PREMIUM FLOWERY,Peak Paradise Super,FBOPFExSp1,5950,359.1876,369.9371,29672.4876
2022-09-28,39,38,DUSTS,Mattakelle,DUST1,2100,359.1876,369.9371,29672.4876
2022-09-28,39,38,DUSTS,Ceciliyan CTC,PD,1700,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Wellandura Special,FGS/FGS1,2050,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Somerset,FGS/FGS1,1600,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Hingalgoda CTC,PFGS,2050,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Endane Special,BM,2550,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Maratenne,BP,2050,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Golden Garden,BOP1A,2150,359.1876,369.9371,29672.4876
2022-09-28,39,38,OFF GRADES,Endane Special,BOP1A,2050,359.1876,369.9371,29672.4876
2022-10-05,40,39,WESTERN MEDIUM,Craighead,BOP,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Ancoombra,BOP,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Doombagastalawa,BOPSp,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Kenilworth,BOPSp,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Ancoombra,BOPF/BOPFSp,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Dartry Valley,BOPF/BOPFSp,2100,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Doombagastalawa,BOP1,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Nayapane,BOP1,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Craighead,FBOP/FBOP1,3150,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Doombagastalawa,FBOPF/FBOPF1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPF1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Randenigala Super,OP/OPA,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,New Baddegama,OP/OPA,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,New Rothschild,OP1,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Dartry Valley,OP1,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Hatale,OP1,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Craighead,PEK/PEK1,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Doombagastalawa,PEK/PEK1,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN MEDIUM,Imboolpittia,PEK/PEK1,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Great Western,BOP,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Dessford,BOP,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Mattakelle,BOP,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Kaipoogalla,BOP,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Glentilt,BOP,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Bogahawatte,BOPSp,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Queensberry,BOPSp,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Great Western,BOPF/BOPFSp,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Bogawantalawa,BOPF/BOPFSp,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Somerset,BOPF/BOPFSp,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Gouravilla,BOPF/BOPFSp,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Torrington,BOP1,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Bogahawatte,FBOP/FBOP1,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,St Andrews,FBOPF/FBOPF1,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Bambrakelly,FBOPF/FBOPF1,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Torrington,FBOPF/FBOPF1,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Bambrakelly,OP/OPA,1700,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Torrington,OP/OPA,1700,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Venture,OP1,2000,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,Torrington,PEK/PEK1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,WESTERN HIGH,St Andrews,PEK/PEK1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Mahagastotte,BOP,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Lovers Leap,BOP,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSp,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,1380,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Kenmare,BOPF/BOPFSp,1220,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Court Lodge,FBOP/FBOP1,2050,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Mahagastotte,FBOP/FBOP1,2000,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,2000,359.1618,369.9103,31685.254
2022-10-05,40,39,NUWARA ELIYAS,Court Lodge,PEK/PEK1,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Lucky Land,BOP,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Delmar,BOPSp,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Mooloya,BOPF/BOPFSp,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Delmar,BOP1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Alma,FBOP/FBOP1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOP1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Delmar,FBOP/FBOP1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Alma,FBOPF/FBOPF1,2500,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Alma,OP/OPA,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Delmar,OP/OPA,1500,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1400,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Alma,OP1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,UDAPUSSELLAWAS,Alma,PEK/PEK1,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Pothotuwa,BOP,3300,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Stream Line,BOPSP,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Brombil,BOPF,3300,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Sithaka,BOPF,3300,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Kiruwanaganga,BOPFSp,2700,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Brombil,BOPFSp,2700,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Stream Line,BOPFSp,2700,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Pothotuwa,FBOP,3300,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Sithaka,FBOP,3300,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Brombil,FBOP1,2900,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Rotumba,FBOPF,3100,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Gangaboda,FBOPF1,3000,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,New Vithanakande,BOP1,3250,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Pothotuwa,BOP1,3050,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Hidellana,BOP1,3050,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Pothotuwa,OP1,3100,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Lumbini,OP,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Liyonta,OPA,2400,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,Liyonta,PEK,2750,359.1618,369.9103,31685.254
2022-10-05,40,39,LOW GROWNS,New Sunils,PEK1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Dickwella,BOP,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Demodara 'S',BOP,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Sarnia Plaiderie,BOPSp,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Haputale Super,BOPF/BOPFSp,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Demodara 'S',BOP1,3100,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Wewesse,BOP1,3100,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,2650,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Demodara 'S',FBOP/FBOP1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Halpewatte Uva,FBOP/FBOP1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Dickwella,FBOPF/FBOPF1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Halpewatte Uva,FBOPF/FBOPF1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Uva Samovar,OP/OPA,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Tinioya,OP/OPA,1750,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Dickwella,OP1,2200,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Sarnia Plaiderie,OP1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Meddakanda,OP1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Sarnia Plaiderie,PEK/PEK1,2350,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA MEDIUM,Dickwella,PEK/PEK1,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Glenanore,BOP,2350,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Uva Highlands,BOP,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Aislaby,BOP,2250,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Nayabedde,BOP,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Bandaraeliya,BOP,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Ranaya,BOPSp,2450,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Pitaratmalie,BOPF/BOPFSp,1650,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Uva Highlands,BOP1,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Glenanore,FBOP/FBOP1,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Glenanore,FBOPF/FBOPF1,2600,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Glenanore,OP/OPA,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Mount Uva,OP/OPA,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Ampittiakande,OP1,2550,359.1618,369.9103,31685.254
2022-10-05,40,39,UVA HIGH,Mount Uva,PEK/PEK1,2300,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX HIGH,Dunsinane CTC,PF1,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1950,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX MEDIUM,Delta CTC,BP1,1400,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX MEDIUM,Ringwood CTC,BPS,760,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX LOW,Ceciliyan CTC,PF1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX LOW,Kalubowitiyana CTC,PF1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX LOW,Ceciliyan CTC,BP1,1260,359.1618,369.9103,31685.254
2022-10-05,40,39,UNORTHODOX LOW,Canora CTC,BPS,730,359.1618,369.9103,31685.254
2022-10-05,40,39,PREMIUM FLOWERY,Maratenne,FBOPFSp,7500,359.1618,369.9103,31685.254
2022-10-05,40,39,PREMIUM FLOWERY,Garden Leaf,FBOPFExSp,10000,359.1618,369.9103,31685.254
2022-10-05,40,39,PREMIUM FLOWERY,Peak Paradise Super,FBOPFExSp1,5850,359.1618,369.9103,31685.254
2022-10-05,40,39,DUSTS,Great Western,DUST1,1900,359.1618,369.9103,31685.254
2022-10-05,40,39,DUSTS,Dunsinane CTC,PD,1380,359.1618,369.9103,31685.254
2022-10-05,40,39,DUSTS,Delta CTC,PD,1380,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Somerset,FGS/FGS1,1600,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Galaboda Group,BM,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Wathurawila,BM,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Kurunduwatta,BM,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Hidellana,BP,2000,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Cee Tee Hills CTC,PF,1200,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Chandrika Estate,BOP1A,1850,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Aldora,BOP1A,1800,359.1618,369.9103,31685.254
2022-10-05,40,39,OFF GRADES,Anningkanda,BOP1A,1800,359.1618,369.9103,31685.254
2022-10-12,41,40,WESTERN MEDIUM,Nayapane,BOP,2550,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Doombagastalawa,BOP,2400,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Windsorforest,BOPSp,2450,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Craighead,BOPSp,2400,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Doombagastalawa,BOPSp,2350,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Craighead,BOPF/BOPFSp,2250,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Doombagastalawa,BOP1,2850,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Craighead,FBOP/FBOP1,2900,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Harangala,FBOP/FBOP1,2850,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Doombagastalawa,FBOP/FBOP1,2800,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Windsorforest,FBOPF/FBOPF1,2500,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,2500,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Hatale,OP/OPA,1800,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Kurugama,OP1,2200,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Dartry Valley,OP1,2100,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Ingurugala,OP1,2100,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Orange Field,PEK/PEK1,2250,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN MEDIUM,Galgewatta,PEK/PEK1,2250,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Weddemulla,BOP,2250,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Torrington,BOP,1900,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Alton,BOP,1850,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Queensberry,BOPSp,2200,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Bambrakelly,BOPSp,1900,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Alton,BOPF/BOPFSp,1950,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Wattegodde,BOPF/BOPFSp,1800,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Holyrood,BOPF/BOPFSp,1800,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Bogahawatte,BOP1,2450,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Torrington,BOP1,2400,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Weddemulla,FBOP/FBOP1,2400,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Queensberry,FBOP/FBOP1,2350,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Glenloch,FBOP/FBOP1,2350,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Frotoft Super,FBOP/FBOP1,2350,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Glenloch,FBOPF/FBOPF1,2500,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Torrington,OP/OPA,1650,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Weddemulla,OP/OPA,1650,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Bambrakelly,OP/OPA,1650,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Venture,OP/OPA,1650,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Bogahawatte,OP1,2000,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,St Andrews,OP1,2000,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Weddemulla,PEK/PEK1,2150,359.2355,369.9682,31551.654
2022-10-12,41,40,WESTERN HIGH,Torrington,PEK/PEK1,2050,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Kenmare,BOPSp,1750,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Kenmare,BOPF/BOPFSp,1480,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,1360,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,1700,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Kenmare,OP/OPA,1400,359.2355,369.9682,31551.654
2022-10-12,41,40,NUWARA ELIYAS,Court Lodge,PEK/PEK1,1750,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Mooloya,BOP,1600,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Gampaha,BOPSp,2300,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Delmar,BOPSp,2000,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,1800,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Alma,FBOP/FBOP1,2350,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOP1,1950,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Alma,FBOPF/FBOPF1,2400,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,2200,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Alma,OP/OPA,1700,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Delmar,OP1,1080,359.2355,369.9682,31551.654
2022-10-12,41,40,UDAPUSSELLAWAS,Alma,PEK/PEK1,2250,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Golden Garden,BOP,2700,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Kiruwanaganga,BOPSp,2600,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Sithaka,BOPF,2950,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Golden Garden,BOPFSp,2600,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Wathurawila,BOPFSp,2600,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Golden Garden,FBOP,3000,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Pothotuwa,FBOP,2900,359.2355,369.9682,31551.654
2022-10-12,41,40,LOW GROWNS,Gunawardana,FBOP,2900,359.2355,369.9682,31551.654
