Date,Week,Auction_Number,Category,Manufacturer,Grade,Price,USD_Buying,USD_Selling,Crude_Oil_Price_LKR
2020-01-07,2,1,WESTERN MEDIUM,Nayapane,BOP,830,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Doombagastalawa,BOP,820,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Rilagala,BOP,820,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Kenilworth,BOPSp,860,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,BOPF/BOPFSp,660,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Imboolpittia,BOP1,1100,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,BOP1,1050,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,FBOP/FBOP1,1200,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Harangala,FBOPF/FBOPF1,810,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,800,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Kenilworth,FBOPF/FBOPF1,800,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Dartry Valley,OP/OPA,740,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Harangala,OP/OPA,740,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,OP/OPA,730,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,OP1,1100,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Imboolpittia,PEK/PEK1,900,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN MEDIUM,Craighead,PEK/PEK1,900,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Queensberry,BOP,730,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Tillyrie,BOP,690,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Bearwell,BOPSp,600,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Wattegodde,BOPSp,570,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Glentilt,BOPF/BOPFSp,760,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Inverness,BOP1,900,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Glenloch,FBOP/FBOP1,770,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Inverness,FBOP/FBOP1,770,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Inverness,FBOPF/FBOPF1,750,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Inverness,OP/OPA,690,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Inverness,OP1,650,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Queensberry,OP1,640,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Weddemulla,OP1,640,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Venture,PEK/PEK1,750,179.3748,183.0439,11246.8
2020-01-07,2,1,WESTERN HIGH,Glenloch,PEK/PEK1,720,179.3748,183.0439,11246.8
2020-01-07,2,1,NUWARA ELIYAS,Mahagastotte,BOP,520,179.3748,183.0439,11246.8
2020-01-07,2,1,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSp,500,179.3748,183.0439,11246.8
2020-01-07,2,1,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,860,179.3748,183.0439,11246.8
2020-01-07,2,1,NUWARA ELIYAS,Mahagastotte,OP/OPA,600,179.3748,183.0439,11246.8
2020-01-07,2,1,NUWARA ELIYAS,Court Lodge,PEK/PEK1,760,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Kirklees,BOP,550,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Lucky Land,BOPSp,540,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,540,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Gordon,FBOP/FBOP1,650,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,700,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Gordon,FBOPF/FBOPF1,680,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Delmar,OP/OPA,580,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Gonapitiya,OP/OPA,580,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Gordon,OP1,540,179.3748,183.0439,11246.8
2020-01-07,2,1,UDAPUSSELLAWAS,Gordon,PEK/PEK1,640,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Golden Garden,BOP,920,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Kelani,BOPSp,1100,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Pothotuwa,BOPF,895,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Kelani,BOPFSp,980,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Pothotuwa,FBOP,1200,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Gunawardana,FBOP1,1000,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Hidellana,FBOPF,1200,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Brombil,FBOPF1,900,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,New Hopewell,FBOPF1,890,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Pothotuwa,FBOPF1,880,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,New Vithanakande,BOP1,1550,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Dellawa,OP1,2050,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Ransegoda,OP,940,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Himara,OPA,1300,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Sunrise,OPA,1300,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Gunawardana,PEK,1300,179.3748,183.0439,11246.8
2020-01-07,2,1,LOW GROWNS,Three Times Tea,PEK1,1250,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Demodara 'S',BOP,690,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Hindagala,BOP,690,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Sarnia Plaiderie,BOPSp,720,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Dickwella,BOPSp,700,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Halpewatte Uva,BOPF/BOPFSp,520,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Ury,BOP1,830,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Halpewatte Uva,FBOP/FBOP1,800,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,790,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Halpewatte Uva,FBOPF/FBOPF1,760,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Telbedde,FBOPF/FBOPF1,750,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Tinioya,OP/OPA,670,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Halpewatte Uva,OP/OPA,650,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Shawlands,OP/OPA,650,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Meddakanda,OP1,770,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA MEDIUM,Halpewatte Uva,PEK/PEK1,810,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Glenanore,BOP,470,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Mahadowa,BOP,450,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Spring Valley,BOPSp,710,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,630,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Oodoowerre,BOP1,760,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Oodoowerre,FBOP/FBOP1,800,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Uvakellie,FBOPF/FBOPF1,740,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Battawatte,OP/OPA,700,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Battawatte,OP1,750,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Battawatte,PEK/PEK1,760,179.3748,183.0439,11246.8
2020-01-07,2,1,UVA HIGH,Glenanore,PEK/PEK1,750,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX HIGH,Dunsinane CTC,PF1,650,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX HIGH,Dunsinane CTC,BP1,540,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX HIGH,Dunsinane CTC,BPS,490,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX MEDIUM,Carolina,PF1,630,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX MEDIUM,Strathdon CTC,BP1,460,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX MEDIUM,Carolina,BPS,480,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX LOW,Hingalgoda CTC,PF1,890,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX LOW,Ceciliyan CTC,BP1,650,179.3748,183.0439,11246.8
2020-01-07,2,1,UNORTHODOX LOW,Canora CTC,BPS,370,179.3748,183.0439,11246.8
2020-01-07,2,1,PREMIUM FLOWERY,Aruna Keppetipola,FBOPFSp,3000,179.3748,183.0439,11246.8
2020-01-07,2,1,PREMIUM FLOWERY,Mulatiyana Hills,FBOPFSp,3000,179.3748,183.0439,11246.8
2020-01-07,2,1,PREMIUM FLOWERY,New Falcon Lanka,FBOPFExSp,4000,179.3748,183.0439,11246.8
2020-01-07,2,1,PREMIUM FLOWERY,Kamarangapitiya,FBOPFExSp1,2750,179.3748,183.0439,11246.8
2020-01-07,2,1,PREMIUM FLOWERY,Berubeula,FBOPFExSp1,2750,179.3748,183.0439,11246.8
2020-01-07,2,1,DUSTS,Mattakelle,DUST1,900,179.3748,183.0439,11246.8
2020-01-07,2,1,DUSTS,Kalubowitiyana CTC,PD,820,179.3748,183.0439,11246.8
2020-01-07,2,1,DUSTS,Cee Tee Hills CTC,PD,820,179.3748,183.0439,11246.8
2020-01-07,2,1,DUSTS,Hingalgoda CTC,PD,820,179.3748,183.0439,11246.8
2020-01-07,2,1,OFF GRADES,Theresia,FGS/FGS1,640,179.3748,183.0439,11246.8
2020-01-07,2,1,OFF GRADES,Hingalgoda CTC,PFGS,740,179.3748,183.0439,11246.8
2020-01-07,2,1,OFF GRADES,Gunawardana,BM,670,179.3748,183.0439,11246.8
2020-01-07,2,1,OFF GRADES,Nawalakanda Super,BP,700,179.3748,183.0439,11246.8
2020-01-07,2,1,OFF GRADES,Chandrika Estate,BOP1A,670,179.3748,183.0439,11246.8
2020-01-14,3,2,WESTERN MEDIUM,Craighead,BOP,890,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Doombagastalawa,BOPSp,840,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Craighead,BOPF/BOPFSp,625,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Craighead,BOP1,1000,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Doombagastalawa,BOP1,1000,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Craighead,FBOP/FBOP1,940,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Harangala,FBOP/FBOP1,940,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPF1,830,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Craighead,OP/OPA,740,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Harangala,OP/OPA,720,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Dartry Valley,OP1,940,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN MEDIUM,Dartry Valley,PEK/PEK1,960,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Bridwell,BOP,720,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Tillyrie,BOP,700,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Laxapana,BOP,700,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Venture,BOPSp,640,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Wattegodde,BOPF/BOPFSp,740,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Tillyrie,BOPF/BOPFSp,730,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Norwood,BOPF/BOPFSp,730,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Inverness,BOP1,900,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Inverness,FBOP/FBOP1,790,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Venture,FBOPF/FBOPF1,760,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Venture,OP/OPA,640,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Weddemulla,OP/OPA,640,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Venture,OP1,730,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Weddemulla,PEK/PEK1,740,179.4148,183.0839,10467.0594
2020-01-14,3,2,WESTERN HIGH,Bearwell,PEK/PEK1,700,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Mahagastotte,BOP,480,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Lovers Leap,BOP,480,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Court Lodge,BOP,450,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,560,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,830,179.4148,183.0839,10467.0594
2020-01-14,3,2,NUWARA ELIYAS,Court Lodge,PEK/PEK1,790,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Blairlomond,BOP,750,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Kirklees,BOPSp,510,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Lucky Land,BOPSp,510,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,520,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Gordon,FBOP/FBOP1,610,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,680,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Gordon,FBOPF/FBOPF1,670,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Delmar,OP/OPA,560,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Gordon,OP1,560,179.4148,183.0839,10467.0594
2020-01-14,3,2,UDAPUSSELLAWAS,Gordon,PEK/PEK1,590,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Brombil,BOP,880,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Wathurawila,BOP,880,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Adams View,BOP,860,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Lions,BOP,860,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Suduwelipothahena Super,BOP,860,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Ceciliyan,BOP,860,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Kelani,BOPSp,910,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Pothotuwa,BOPF,950,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,New Batuwangala,BOPFSp,800,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Adams View,BOPFSp,780,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Kiruwanaganga,BOPFSp,780,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Sithaka,FBOP,1160,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Pothotuwa,FBOP,1150,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Hidellana,FBOP1,940,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Gunawardana,FBOPF,1160,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Sirimewana,FBOPF1,980,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,New Vithanakande,BOP1,1500,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,New Vithanakande,OP1,1800,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Pothotuwa,OP1,1750,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Gunawardana,OP1,1750,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Matuwagalla Super,OP,870,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Three Times Tea,OPA,1100,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,A.C.U Super,OPA,1100,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Sunrise,OPA,1100,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Liyonta,OPA,1100,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Liyonta,PEK,1250,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Suduwelipothahena Super,PEK1,1160,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Kuttapitiya Super,PEK1,1160,179.4148,183.0839,10467.0594
2020-01-14,3,2,LOW GROWNS,Nawalakanda Super,PEK1,1160,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,El Teb,BOP,680,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Halpewatte Uva,BOPSp,790,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Halpewatte Uva,BOPF/BOPFSp,550,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Adawatte,BOP1,820,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,820,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Telbedde,FBOPF/FBOPF1,760,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Halpewatte Uva,FBOPF/FBOPF1,760,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,760,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Maratenne,OP/OPA,720,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Tinioya,OP1,780,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA MEDIUM,Glen Alpin,PEK/PEK1,1000,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Ranaya,BOP,730,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Criag,BOPSp,655,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,700,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Kelliebedde,BOPF/BOPFSp,650,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Spring Valley,BOP1,870,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Oodoowerre,FBOP/FBOP1,800,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Oodoowerre,FBOPF/FBOPF1,750,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Battawatte,OP/OPA,650,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Oodoowerre,OP1,770,179.4148,183.0839,10467.0594
2020-01-14,3,2,UVA HIGH,Uva Highlands,PEK/PEK1,780,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX HIGH,Dunsinane CTC,PF1,650,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX HIGH,Florence,BP1,510,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX HIGH,Dunsinane CTC,BP1,510,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX HIGH,Mt. Vernon,BPS,440,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX MEDIUM,Madulkelle CTC,PF1,625,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX MEDIUM,Strathdon CTC,BP1,530,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX MEDIUM,Carolina,BPS,490,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX LOW,Hingalgoda CTC,PF1,880,179.4148,183.0839,10467.0594
2020-01-14,3,2,UNORTHODOX LOW,Ceciliyan CTC,BP1,620,179.4148,183.0839,10467.0594
2020-01-14,3,2,PREMIUM FLOWERY,Athukorala Group Super,FBOPFSp,3050,179.4148,183.0839,10467.0594
2020-01-14,3,2,PREMIUM FLOWERY,Suduwelipothahena Super,FBOPFExSp,3500,179.4148,183.0839,10467.0594
2020-01-14,3,2,PREMIUM FLOWERY,K D U Super,FBOPFExSp1,3800,179.4148,183.0839,10467.0594
2020-01-14,3,2,PREMIUM FLOWERY,Kamarangapitiya,FBOPFExSp1,2950,179.4148,183.0839,10467.0594
2020-01-14,3,2,DUSTS,Mattakelle,DUST1,920,179.4148,183.0839,10467.0594
2020-01-14,3,2,DUSTS,Kalubowitiyana CTC,PD,700,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Somerset,FGS/FGS1,600,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Sheen,FGS/FGS1,600,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Hingalgoda CTC,PFGS,710,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Gunawardana,BM,670,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Aldora,BP,640,179.4148,183.0839,10467.0594
2020-01-14,3,2,OFF GRADES,Chandrika Estate,BOP1A,700,179.4148,183.0839,10467.0594
2020-01-22,4,3,WESTERN MEDIUM,Doombagastalawa,BOP,920,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Doombagastalawa,BOPSp,870,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Craighead,BOPF/BOPFSp,630,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Craighead,BOP1,1350,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Harangala,FBOP/FBOP1,980,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,850,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Doombagastalawa,FBOPF/FBOPF1,830,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Craighead,OP/OPA,740,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Windsorforest,OP/OPA,730,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Dartry Valley,OP1,1100,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Harangala,OP1,1100,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Imboolpittia,PEK/PEK1,880,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN MEDIUM,Craighead,PEK/PEK1,860,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Alton,BOP,750,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Venture,BOPSp,630,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Adisham,BOPF/BOPFSp,750,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Glenloch,BOP1,780,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Venture,BOP1,780,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Inverness,FBOP/FBOP1,860,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Inverness,FBOPF/FBOPF1,850,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Venture,OP/OPA,650,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Torrington,OP/OPA,620,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Venture,OP1,800,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Glenloch,PEK/PEK1,780,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Inverness,PEK/PEK1,780,179.3948,183.0639,10182.4488
2020-01-22,4,3,WESTERN HIGH,Weddemulla,PEK/PEK1,780,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Lovers Leap,BOP,600,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSp,580,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,580,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Lovers Leap,FBOP/FBOP1,820,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Kenmare,OP/OPA,520,179.3948,183.0639,10182.4488
2020-01-22,4,3,NUWARA ELIYAS,Kenmare,PEK/PEK1,760,179.3948,183.0639,10182.4488
2020-01-22,4,3,UDAPUSSELLAWAS,Blairlomond,BOP,750,179.3948,183.0639,10182.4488
2020-01-22,4,3,UDAPUSSELLAWAS,Delmar,BOP,720,179.3948,183.0639,10182.4488
